OrderNumber,Channel,WarehouseCode,ProcuredDate,OrderDate,ShipDate,DeliveryDate,OrderQty,UnitPrice,UnitCost,CustomerID,ProductID,Region
ORD-10373,Retail,WHS-03,2025-07-27,2025-07-30,2025-08-02,2025-08-14,126,50.39,31.25,CUST-0235,PRD-002,İç Anadolu
ORD-10374,Retail,WHS-01,2024-12-13,2024-12-16,2024-12-18,2024-12-31,508,53.29,46.13,CUST-0136,PRD-001,Marmara
ORD-10375,Retail,WHS-02,2025-01-02,2025-01-06,2025-01-12,2025-01-19,484,52.37,43.85,CUST-0211,PRD-004,Marmara
ORD-10376,Online,WHS-03,2024-04-01,2024-04-01,2024-04-08,2024-04-20,446,111.3,73.12,CUST-0277,PRD-004,İç Anadolu
ORD-10377,Retail,WHS-04,2025-04-29,2025-05-03,2025-05-09,2025-05-19,449,74.21,58.73,CUST-0008,PRD-004,Ege
ORD-10378,Wholesale,WHS-01,2024-08-24,2024-08-26,2024-08-28,2024-09-09,304,86.26,60.93,CUST-0218,PRD-002,Akdeniz
ORD-10379,Retail,WHS-04,2024-11-13,2024-11-13,2024-11-19,2024-11-25,509,40.12,24.8,CUST-0222,PRD-001,İç Anadolu
ORD-10380,Online,WHS-06,2024-06-04,2024-06-08,2024-06-10,2024-06-23,590,84.81,54.65,CUST-0279,PRD-003,Marmara
ORD-10381,Retail,WHS-04,2024-12-05,2024-12-08,2024-12-09,2024-12-21,396,9.23,7.34,CUST-0070,PRD-001,Ege
ORD-10382,Online,WHS-03,2025-05-31,2025-06-03,2025-06-09,2025-06-11,221,115.07,72.34,CUST-0232,PRD-003,İç Anadolu
ORD-10383,Online,WHS-05,2024-09-14,2024-09-16,2024-09-17,2024-09-23,554,19.99,12.12,CUST-0299,PRD-001,Ege
ORD-10384,Wholesale,WHS-03,2025-07-26,2025-07-27,2025-07-30,2025-08-12,355,10.74,8.03,CUST-0291,PRD-004,Akdeniz
ORD-10385,Wholesale,WHS-03,2025-05-13,2025-05-15,2025-05-21,2025-06-02,308,32.06,28.41,CUST-0114,PRD-001,Marmara
ORD-10386,Wholesale,WHS-03,2024-12-20,2024-12-22,2024-12-27,2025-01-01,129,70.0,49.02,CUST-0061,PRD-001,Ege
ORD-10387,Wholesale,WHS-03,2025-03-25,2025-03-26,2025-03-31,2025-04-11,280,75.39,47.71,CUST-0139,PRD-002,İç Anadolu
ORD-10388,Retail,WHS-04,2024-07-09,2024-07-11,2024-07-16,2024-07-19,566,83.05,53.71,CUST-0166,PRD-001,Marmara
ORD-10389,Retail,WHS-03,2024-07-07,2024-07-08,2024-07-11,2024-07-18,475,108.21,74.38,CUST-0059,PRD-003,Akdeniz
ORD-10390,Online,WHS-01,2025-04-02,2025-04-04,2025-04-05,2025-04-12,264,44.26,36.04,CUST-0214,PRD-002,Ege
ORD-10391,Wholesale,WHS-01,2025-03-05,2025-03-06,2025-03-10,2025-03-12,116,8.32,6.87,CUST-0207,PRD-004,Marmara
ORD-10392,Retail,WHS-04,2024-06-14,2024-06-16,2024-06-20,2024-06-28,94,42.22,35.14,CUST-0293,PRD-001,Ege
ORD-10393,Retail,WHS-02,2025-03-13,2025-03-14,2025-03-17,2025-03-25,154,66.66,57.7,CUST-0209,PRD-004,Akdeniz
ORD-10394,Wholesale,WHS-06,2025-06-02,2025-06-06,2025-06-09,2025-06-17,159,76.71,60.31,CUST-0073,PRD-003,Ege
ORD-10395,Wholesale,WHS-04,2024-08-21,2024-08-21,2024-08-28,2024-09-04,268,115.7,75.56,CUST-0276,PRD-004,Marmara
ORD-10396,Wholesale,WHS-05,2024-09-24,2024-09-24,2024-09-25,2024-10-05,354,39.48,27.95,CUST-0098,PRD-002,İç Anadolu
ORD-10397,Wholesale,WHS-04,2024-10-02,2024-10-03,2024-10-09,2024-10-17,568,53.06,37.88,CUST-0293,PRD-002,Ege
ORD-10398,Online,WHS-04,2024-12-25,2024-12-27,2025-01-02,2025-01-10,97,26.68,22.44,CUST-0039,PRD-004,Akdeniz
ORD-10399,Online,WHS-04,2024-01-13,2024-01-16,2024-01-21,2024-01-31,90,110.85,72.37,CUST-0166,PRD-003,Marmara
ORD-10400,Wholesale,WHS-06,2024-01-31,2024-02-02,2024-02-06,2024-02-11,196,67.38,48.55,CUST-0238,PRD-004,Ege
ORD-10401,Wholesale,WHS-04,2025-03-21,2025-03-21,2025-03-22,2025-03-29,494,76.7,66.68,CUST-0184,PRD-002,Akdeniz
ORD-10402,Online,WHS-06,2024-03-29,2024-03-30,2024-04-02,2024-04-14,403,22.81,19.94,CUST-0167,PRD-001,Marmara
ORD-10403,Online,WHS-01,2024-08-05,2024-08-07,2024-08-12,2024-08-14,205,57.71,41.94,CUST-0211,PRD-004,Akdeniz
ORD-10404,Wholesale,WHS-01,2024-02-17,2024-02-18,2024-02-25,2024-03-03,191,73.79,62.18,CUST-0229,PRD-002,İç Anadolu
ORD-10405,Wholesale,WHS-05,2024-07-06,2024-07-07,2024-07-13,2024-07-19,136,125.53,77.77,CUST-0160,PRD-003,Marmara
ORD-10406,Retail,WHS-06,2024-08-07,2024-08-11,2024-08-17,2024-08-20,416,55.84,41.81,CUST-0208,PRD-002,Akdeniz
ORD-10407,Online,WHS-06,2024-09-03,2024-09-03,2024-09-09,2024-09-12,391,93.58,72.05,CUST-0287,PRD-001,Akdeniz
ORD-10408,Wholesale,WHS-05,2024-11-03,2024-11-03,2024-11-10,2024-11-19,291,33.83,21.37,CUST-0013,PRD-001,Ege
ORD-10409,Wholesale,WHS-02,2024-10-02,2024-10-05,2024-10-10,2024-10-11,485,57.09,46.58,CUST-0058,PRD-004,Ege
ORD-10410,Retail,WHS-03,2024-10-05,2024-10-07,2024-10-09,2024-10-20,233,60.88,39.97,CUST-0272,PRD-003,Marmara
ORD-10411,Retail,WHS-06,2025-05-25,2025-05-25,2025-05-31,2025-06-07,17,83.46,62.71,CUST-0094,PRD-002,Ege
ORD-10412,Online,WHS-03,2025-07-20,2025-07-20,2025-07-23,2025-07-27,147,101.9,73.3,CUST-0053,PRD-003,Marmara
ORD-10413,Retail,WHS-01,2024-11-03,2024-11-03,2024-11-09,2024-11-10,48,9.33,6.87,CUST-0265,PRD-004,Marmara
ORD-10414,Wholesale,WHS-04,2024-08-24,2024-08-24,2024-08-25,2024-09-02,76,110.43,74.18,CUST-0107,PRD-004,Marmara
ORD-10415,Retail,WHS-06,2024-05-18,2024-05-20,2024-05-27,2024-05-28,485,33.68,22.77,CUST-0056,PRD-002,İç Anadolu
ORD-10416,Retail,WHS-02,2025-05-07,2025-05-09,2025-05-15,2025-05-23,237,35.17,26.21,CUST-0149,PRD-003,Ege
ORD-10417,Retail,WHS-03,2024-09-29,2024-10-01,2024-10-07,2024-10-19,554,120.83,76.04,CUST-0068,PRD-002,İç Anadolu
ORD-10418,Retail,WHS-01,2024-02-27,2024-03-02,2024-03-06,2024-03-16,292,59.63,45.73,CUST-0188,PRD-002,İç Anadolu
ORD-10419,Wholesale,WHS-02,2024-12-20,2024-12-22,2024-12-26,2024-12-27,214,111.67,79.38,CUST-0208,PRD-002,Akdeniz
ORD-10420,Retail,WHS-04,2024-05-16,2024-05-19,2024-05-26,2024-06-03,379,105.3,77.61,CUST-0290,PRD-003,İç Anadolu
ORD-10421,Retail,WHS-06,2024-03-13,2024-03-14,2024-03-18,2024-03-26,14,23.34,18.29,CUST-0195,PRD-002,Ege
ORD-10422,Wholesale,WHS-01,2024-06-11,2024-06-14,2024-06-15,2024-06-20,560,47.78,35.84,CUST-0140,PRD-003,İç Anadolu
ORD-10423,Wholesale,WHS-01,2025-07-31,2025-08-02,2025-08-04,2025-08-09,437,80.82,66.69,CUST-0294,PRD-001,Ege
ORD-10424,Wholesale,WHS-02,2024-10-28,2024-10-28,2024-11-02,2024-11-10,74,94.65,72.68,CUST-0091,PRD-002,Ege
ORD-10425,Online,WHS-04,2024-07-10,2024-07-12,2024-07-14,2024-07-24,349,88.1,75.7,CUST-0203,PRD-001,İç Anadolu
ORD-10426,Online,WHS-02,2024-11-06,2024-11-10,2024-11-13,2024-11-26,201,14.41,10.04,CUST-0188,PRD-003,Marmara
ORD-10427,Retail,WHS-03,2024-04-17,2024-04-20,2024-04-27,2024-05-07,449,31.55,23.47,CUST-0094,PRD-001,Akdeniz
ORD-10428,Wholesale,WHS-02,2025-05-09,2025-05-10,2025-05-17,2025-05-21,592,54.7,44.27,CUST-0101,PRD-003,Marmara
ORD-10429,Online,WHS-01,2024-07-09,2024-07-10,2024-07-16,2024-07-26,409,70.66,60.89,CUST-0099,PRD-001,Marmara
ORD-10430,Retail,WHS-01,2024-06-14,2024-06-14,2024-06-20,2024-07-03,167,28.54,21.59,CUST-0143,PRD-002,Marmara
ORD-10431,Online,WHS-03,2025-02-18,2025-02-22,2025-02-25,2025-03-09,10,64.92,55.94,CUST-0217,PRD-002,Marmara
ORD-10432,Retail,WHS-05,2025-06-15,2025-06-17,2025-06-19,2025-06-21,392,70.68,47.16,CUST-0013,PRD-003,Ege
ORD-10433,Wholesale,WHS-03,2025-05-05,2025-05-08,2025-05-11,2025-05-12,423,44.61,31.6,CUST-0122,PRD-004,İç Anadolu
ORD-10434,Online,WHS-05,2024-11-22,2024-11-24,2024-11-26,2024-11-27,359,42.34,31.62,CUST-0128,PRD-002,Marmara
ORD-10435,Online,WHS-06,2024-07-05,2024-07-08,2024-07-14,2024-07-18,433,30.0,21.51,CUST-0194,PRD-003,Akdeniz
ORD-10436,Wholesale,WHS-06,2024-06-19,2024-06-19,2024-06-26,2024-07-09,587,120.54,75.07,CUST-0125,PRD-001,Akdeniz
ORD-10437,Wholesale,WHS-06,2024-08-17,2024-08-18,2024-08-20,2024-08-25,427,93.2,59.86,CUST-0173,PRD-003,Ege
ORD-10438,Online,WHS-06,2025-05-08,2025-05-11,2025-05-15,2025-05-28,10,37.37,23.84,CUST-0096,PRD-001,Ege
ORD-10439,Online,WHS-02,2024-01-06,2024-01-08,2024-01-15,2024-01-18,110,8.98,5.48,CUST-0297,PRD-003,Akdeniz
ORD-10440,Online,WHS-06,2025-03-29,2025-03-31,2025-04-06,2025-04-07,154,80.39,63.75,CUST-0251,PRD-002,Akdeniz
ORD-10441,Wholesale,WHS-01,2024-03-16,2024-03-16,2024-03-18,2024-03-19,255,91.68,75.39,CUST-0083,PRD-001,Akdeniz
ORD-10442,Wholesale,WHS-05,2024-09-12,2024-09-12,2024-09-16,2024-09-18,241,64.21,47.41,CUST-0074,PRD-002,İç Anadolu
ORD-10443,Retail,WHS-01,2024-11-09,2024-11-09,2024-11-10,2024-11-13,120,35.02,30.17,CUST-0011,PRD-001,Ege
ORD-10444,Online,WHS-06,2025-05-17,2025-05-17,2025-05-23,2025-05-25,125,41.82,36.47,CUST-0272,PRD-001,Marmara
ORD-10445,Wholesale,WHS-02,2024-07-05,2024-07-06,2024-07-12,2024-07-21,368,35.7,28.53,CUST-0298,PRD-004,İç Anadolu
ORD-10446,Online,WHS-04,2025-04-18,2025-04-20,2025-04-23,2025-05-04,595,40.56,25.36,CUST-0063,PRD-004,İç Anadolu
ORD-10447,Online,WHS-06,2024-01-17,2024-01-21,2024-01-22,2024-01-30,524,87.53,74.78,CUST-0284,PRD-002,İç Anadolu
ORD-10448,Online,WHS-04,2025-02-03,2025-02-04,2025-02-11,2025-02-24,184,56.8,41.94,CUST-0195,PRD-003,Marmara
ORD-10449,Wholesale,WHS-06,2025-04-05,2025-04-06,2025-04-11,2025-04-16,31,103.38,73.31,CUST-0281,PRD-002,Akdeniz
ORD-10450,Wholesale,WHS-04,2024-08-11,2024-08-12,2024-08-17,2024-08-23,34,51.22,34.39,CUST-0141,PRD-003,Ege
ORD-10451,Retail,WHS-06,2025-06-17,2025-06-20,2025-06-24,2025-06-28,554,34.02,23.04,CUST-0148,PRD-001,Marmara
ORD-10452,Retail,WHS-02,2025-08-09,2025-08-13,2025-08-19,2025-08-29,304,18.25,11.09,CUST-0106,PRD-003,Marmara
ORD-10453,Wholesale,WHS-04,2025-05-04,2025-05-06,2025-05-07,2025-05-12,193,86.77,52.84,CUST-0288,PRD-002,İç Anadolu
ORD-10454,Wholesale,WHS-04,2024-05-09,2024-05-10,2024-05-14,2024-05-22,148,60.43,53.36,CUST-0107,PRD-004,Ege
ORD-10455,Online,WHS-03,2024-12-06,2024-12-09,2024-12-16,2024-12-26,310,32.9,24.02,CUST-0047,PRD-004,İç Anadolu
ORD-10456,Online,WHS-02,2025-01-20,2025-01-21,2025-01-25,2025-02-06,535,23.68,14.45,CUST-0171,PRD-003,İç Anadolu
ORD-10457,Online,WHS-03,2024-07-13,2024-07-14,2024-07-17,2024-07-18,186,74.44,50.24,CUST-0182,PRD-002,Akdeniz
ORD-10458,Retail,WHS-04,2024-04-05,2024-04-09,2024-04-11,2024-04-23,302,32.66,22.5,CUST-0042,PRD-003,Marmara
ORD-10459,Online,WHS-06,2024-08-24,2024-08-24,2024-08-28,2024-08-30,367,22.27,13.51,CUST-0160,PRD-002,Akdeniz
ORD-10460,Online,WHS-02,2025-02-27,2025-02-27,2025-03-03,2025-03-13,205,80.01,51.7,CUST-0176,PRD-004,Akdeniz
ORD-10461,Wholesale,WHS-04,2024-11-16,2024-11-18,2024-11-22,2024-11-26,412,61.05,41.94,CUST-0057,PRD-002,Ege
ORD-10462,Retail,WHS-05,2025-06-07,2025-06-11,2025-06-15,2025-06-19,129,8.99,6.85,CUST-0110,PRD-002,İç Anadolu
ORD-10463,Online,WHS-02,2024-05-07,2024-05-08,2024-05-12,2024-05-18,458,74.74,58.6,CUST-0206,PRD-003,Akdeniz
ORD-10464,Online,WHS-04,2024-04-05,2024-04-05,2024-04-10,2024-04-14,152,96.96,75.94,CUST-0123,PRD-004,Akdeniz
ORD-10465,Wholesale,WHS-05,2024-04-13,2024-04-15,2024-04-21,2024-04-28,400,43.08,29.26,CUST-0142,PRD-001,Akdeniz
ORD-10466,Wholesale,WHS-06,2025-06-10,2025-06-13,2025-06-14,2025-06-23,314,108.19,73.88,CUST-0109,PRD-003,Akdeniz
ORD-10467,Wholesale,WHS-03,2024-02-12,2024-02-12,2024-02-17,2024-02-20,480,27.15,24.09,CUST-0288,PRD-004,Ege
ORD-10468,Online,WHS-03,2024-10-17,2024-10-21,2024-10-22,2024-11-04,330,87.25,65.92,CUST-0219,PRD-001,Akdeniz
ORD-10469,Wholesale,WHS-01,2025-08-09,2025-08-11,2025-08-16,2025-08-22,532,113.84,79.67,CUST-0193,PRD-003,Akdeniz
ORD-10470,Retail,WHS-05,2024-05-08,2024-05-08,2024-05-10,2024-05-23,330,73.55,49.42,CUST-0161,PRD-003,İç Anadolu
ORD-10471,Wholesale,WHS-05,2024-12-29,2025-01-01,2025-01-05,2025-01-18,280,97.35,61.51,CUST-0275,PRD-002,İç Anadolu
ORD-10472,Wholesale,WHS-05,2024-07-06,2024-07-06,2024-07-12,2024-07-24,56,64.62,41.9,CUST-0043,PRD-003,İç Anadolu
ORD-10473,Retail,WHS-02,2024-01-26,2024-01-28,2024-02-02,2024-02-14,141,13.17,11.45,CUST-0039,PRD-003,Akdeniz
ORD-10474,Wholesale,WHS-06,2024-02-11,2024-02-13,2024-02-16,2024-02-22,431,33.79,25.38,CUST-0230,PRD-001,İç Anadolu
ORD-10475,Retail,WHS-04,2024-08-19,2024-08-21,2024-08-25,2024-08-31,380,16.97,10.6,CUST-0154,PRD-002,Marmara
ORD-10476,Retail,WHS-04,2025-07-16,2025-07-20,2025-07-25,2025-07-30,273,93.24,62.49,CUST-0116,PRD-002,İç Anadolu
ORD-10477,Wholesale,WHS-01,2024-12-31,2025-01-01,2025-01-04,2025-01-16,442,71.23,46.29,CUST-0028,PRD-003,İç Anadolu
ORD-10478,Wholesale,WHS-01,2024-02-23,2024-02-27,2024-03-01,2024-03-02,168,20.11,17.45,CUST-0273,PRD-003,Ege
ORD-10479,Retail,WHS-06,2024-04-02,2024-04-06,2024-04-13,2024-04-21,221,47.85,36.11,CUST-0047,PRD-001,Akdeniz
ORD-10480,Retail,WHS-04,2025-02-25,2025-02-25,2025-02-27,2025-03-06,282,18.55,15.15,CUST-0138,PRD-001,Ege
ORD-10481,Wholesale,WHS-05,2025-05-27,2025-05-30,2025-06-04,2025-06-16,520,73.94,60.08,CUST-0218,PRD-004,Ege
ORD-10482,Online,WHS-06,2025-04-01,2025-04-05,2025-04-08,2025-04-16,296,52.9,45.52,CUST-0283,PRD-004,Ege
ORD-10483,Retail,WHS-01,2024-06-04,2024-06-07,2024-06-12,2024-06-15,563,92.51,70.25,CUST-0017,PRD-003,Ege
ORD-10484,Retail,WHS-02,2024-02-08,2024-02-08,2024-02-12,2024-02-18,207,103.32,64.36,CUST-0292,PRD-002,Akdeniz
ORD-10485,Retail,WHS-05,2025-03-30,2025-04-03,2025-04-04,2025-04-14,94,27.48,18.29,CUST-0200,PRD-004,İç Anadolu
ORD-10486,Retail,WHS-03,2024-12-22,2024-12-22,2024-12-24,2024-12-25,233,92.55,63.94,CUST-0246,PRD-001,Marmara
ORD-10487,Wholesale,WHS-05,2024-04-26,2024-04-27,2024-05-01,2024-05-08,176,13.07,9.09,CUST-0171,PRD-002,Marmara
ORD-10488,Retail,WHS-05,2024-12-29,2024-12-31,2025-01-07,2025-01-17,527,95.89,66.98,CUST-0098,PRD-001,Ege
ORD-10489,Retail,WHS-02,2025-01-17,2025-01-18,2025-01-19,2025-01-26,189,7.62,6.09,CUST-0167,PRD-004,Akdeniz
ORD-10490,Wholesale,WHS-01,2025-03-04,2025-03-08,2025-03-15,2025-03-20,558,41.05,26.25,CUST-0251,PRD-003,Marmara
ORD-10491,Retail,WHS-05,2025-01-21,2025-01-23,2025-01-25,2025-02-06,33,39.0,34.0,CUST-0111,PRD-002,İç Anadolu
ORD-10492,Online,WHS-05,2024-03-07,2024-03-08,2024-03-12,2024-03-16,455,14.73,10.34,CUST-0195,PRD-004,İç Anadolu
ORD-10493,Online,WHS-04,2024-11-28,2024-12-02,2024-12-03,2024-12-10,19,98.55,63.34,CUST-0278,PRD-004,Ege
ORD-10494,Online,WHS-05,2024-01-01,2024-01-02,2024-01-05,2024-01-13,373,13.06,10.79,CUST-0188,PRD-002,Akdeniz
ORD-10495,Retail,WHS-06,2025-02-23,2025-02-23,2025-03-02,2025-03-13,138,91.41,56.32,CUST-0018,PRD-002,Marmara
ORD-10496,Online,WHS-03,2024-11-10,2024-11-13,2024-11-20,2024-11-29,96,71.09,53.14,CUST-0111,PRD-001,Ege
ORD-10497,Online,WHS-04,2024-09-05,2024-09-06,2024-09-09,2024-09-19,522,76.78,59.65,CUST-0094,PRD-001,Ege
ORD-10498,Online,WHS-05,2024-05-27,2024-05-28,2024-06-04,2024-06-06,70,57.89,49.08,CUST-0175,PRD-003,Marmara
ORD-10499,Wholesale,WHS-05,2024-04-20,2024-04-20,2024-04-27,2024-05-08,151,99.11,79.44,CUST-0238,PRD-002,Ege
ORD-10500,Retail,WHS-05,2024-08-20,2024-08-20,2024-08-23,2024-09-03,444,84.24,64.94,CUST-0220,PRD-004,Akdeniz
ORD-10501,Wholesale,WHS-01,2025-06-23,2025-06-25,2025-06-29,2025-07-12,130,14.08,9.47,CUST-0098,PRD-003,İç Anadolu
ORD-10502,Wholesale,WHS-06,2024-12-08,2024-12-11,2024-12-17,2024-12-23,532,80.13,52.46,CUST-0173,PRD-002,Marmara
ORD-10503,Wholesale,WHS-06,2024-03-25,2024-03-25,2024-03-26,2024-03-27,68,89.21,59.82,CUST-0158,PRD-001,Marmara
ORD-10504,Wholesale,WHS-02,2025-04-07,2025-04-07,2025-04-12,2025-04-21,470,15.88,10.19,CUST-0170,PRD-003,İç Anadolu
ORD-10505,Retail,WHS-04,2024-12-12,2024-12-12,2024-12-17,2024-12-30,537,86.79,60.13,CUST-0077,PRD-001,İç Anadolu
ORD-10506,Wholesale,WHS-04,2025-02-04,2025-02-07,2025-02-08,2025-02-10,541,38.77,28.93,CUST-0249,PRD-001,Marmara
ORD-10507,Retail,WHS-06,2024-03-15,2024-03-16,2024-03-19,2024-03-26,359,10.88,9.57,CUST-0241,PRD-004,Marmara
ORD-10508,Online,WHS-05,2024-01-01,2024-01-04,2024-01-05,2024-01-18,512,20.23,14.13,CUST-0226,PRD-001,İç Anadolu
ORD-10509,Wholesale,WHS-03,2025-06-11,2025-06-13,2025-06-14,2025-06-15,46,23.43,18.56,CUST-0236,PRD-004,Marmara
ORD-10510,Wholesale,WHS-02,2024-12-10,2024-12-14,2024-12-19,2024-12-25,25,53.49,36.99,CUST-0048,PRD-003,Ege
ORD-10511,Wholesale,WHS-02,2025-06-25,2025-06-25,2025-06-29,2025-07-01,385,74.28,65.89,CUST-0191,PRD-004,Ege
ORD-10512,Online,WHS-05,2024-06-02,2024-06-05,2024-06-06,2024-06-09,73,55.9,39.39,CUST-0146,PRD-003,Marmara
ORD-10513,Retail,WHS-05,2024-11-25,2024-11-29,2024-12-06,2024-12-15,12,68.2,52.89,CUST-0256,PRD-001,Marmara
ORD-10514,Retail,WHS-05,2025-04-29,2025-05-03,2025-05-05,2025-05-18,168,62.8,42.5,CUST-0074,PRD-004,İç Anadolu
ORD-10515,Online,WHS-04,2024-05-09,2024-05-12,2024-05-19,2024-05-26,491,14.94,11.28,CUST-0179,PRD-001,İç Anadolu
ORD-10516,Wholesale,WHS-01,2025-03-09,2025-03-12,2025-03-16,2025-03-23,213,30.48,18.68,CUST-0122,PRD-003,İç Anadolu
ORD-10517,Retail,WHS-06,2024-04-08,2024-04-09,2024-04-12,2024-04-18,196,70.16,52.71,CUST-0144,PRD-004,İç Anadolu
ORD-10518,Online,WHS-04,2024-08-04,2024-08-07,2024-08-14,2024-08-17,187,23.12,15.74,CUST-0100,PRD-003,İç Anadolu
ORD-10519,Retail,WHS-03,2024-05-23,2024-05-25,2024-05-27,2024-06-08,596,104.01,65.66,CUST-0191,PRD-001,Marmara
ORD-10520,Online,WHS-03,2025-06-29,2025-07-02,2025-07-03,2025-07-09,219,89.28,69.0,CUST-0174,PRD-004,Ege
ORD-10521,Wholesale,WHS-02,2024-04-24,2024-04-25,2024-04-29,2024-05-02,79,83.03,69.61,CUST-0090,PRD-004,İç Anadolu
ORD-10522,Online,WHS-06,2024-08-09,2024-08-11,2024-08-14,2024-08-18,116,44.84,28.47,CUST-0109,PRD-001,Akdeniz
ORD-10523,Online,WHS-06,2024-02-04,2024-02-06,2024-02-09,2024-02-15,241,13.53,9.02,CUST-0219,PRD-004,Akdeniz
ORD-10524,Retail,WHS-04,2025-07-06,2025-07-08,2025-07-11,2025-07-21,579,82.1,59.03,CUST-0209,PRD-003,İç Anadolu
ORD-10525,Online,WHS-03,2025-03-21,2025-03-23,2025-03-27,2025-04-09,321,51.1,32.22,CUST-0024,PRD-004,Akdeniz
ORD-10526,Wholesale,WHS-02,2025-05-16,2025-05-17,2025-05-24,2025-05-30,31,81.37,55.94,CUST-0264,PRD-003,Ege
ORD-10527,Wholesale,WHS-06,2024-12-26,2024-12-27,2025-01-01,2025-01-05,5,11.56,9.21,CUST-0098,PRD-002,İç Anadolu
ORD-10528,Retail,WHS-05,2025-07-03,2025-07-05,2025-07-11,2025-07-13,213,61.39,38.84,CUST-0094,PRD-001,İç Anadolu
ORD-10529,Online,WHS-05,2024-01-22,2024-01-24,2024-01-29,2024-01-31,132,49.63,36.42,CUST-0130,PRD-004,Marmara
ORD-10530,Online,WHS-02,2025-01-24,2025-01-24,2025-01-31,2025-02-09,329,27.43,24.47,CUST-0105,PRD-001,Ege
ORD-10531,Online,WHS-05,2024-09-21,2024-09-23,2024-09-27,2024-10-03,282,101.27,66.67,CUST-0251,PRD-002,Ege
ORD-10532,Online,WHS-02,2024-04-06,2024-04-06,2024-04-10,2024-04-14,129,41.09,31.16,CUST-0032,PRD-001,İç Anadolu
ORD-10533,Retail,WHS-01,2024-08-15,2024-08-18,2024-08-24,2024-08-26,476,10.52,7.92,CUST-0018,PRD-002,İç Anadolu
ORD-10534,Online,WHS-01,2024-06-19,2024-06-23,2024-06-25,2024-06-26,83,92.97,62.99,CUST-0286,PRD-002,Marmara
ORD-10535,Retail,WHS-02,2024-03-11,2024-03-12,2024-03-14,2024-03-21,300,39.84,25.96,CUST-0068,PRD-002,Akdeniz
ORD-10536,Online,WHS-04,2024-12-28,2025-01-01,2025-01-06,2025-01-16,525,7.36,5.52,CUST-0184,PRD-003,Ege
ORD-10537,Retail,WHS-04,2025-02-14,2025-02-14,2025-02-20,2025-02-21,373,26.04,22.52,CUST-0083,PRD-002,Akdeniz
ORD-10538,Wholesale,WHS-01,2025-07-27,2025-07-31,2025-08-06,2025-08-17,216,99.1,65.59,CUST-0042,PRD-002,İç Anadolu
ORD-10539,Online,WHS-06,2025-02-05,2025-02-06,2025-02-07,2025-02-13,402,87.07,55.55,CUST-0278,PRD-003,Akdeniz
ORD-10540,Wholesale,WHS-03,2025-04-26,2025-04-28,2025-04-30,2025-05-13,481,16.83,13.9,CUST-0219,PRD-001,Marmara
ORD-10541,Online,WHS-04,2024-03-01,2024-03-02,2024-03-06,2024-03-07,590,48.13,42.68,CUST-0187,PRD-003,İç Anadolu
ORD-10542,Wholesale,WHS-04,2024-11-22,2024-11-25,2024-12-02,2024-12-04,456,83.52,61.59,CUST-0096,PRD-003,Marmara
ORD-10543,Retail,WHS-02,2024-05-04,2024-05-04,2024-05-09,2024-05-21,154,88.4,60.46,CUST-0239,PRD-001,Ege
ORD-10544,Retail,WHS-06,2024-02-14,2024-02-14,2024-02-21,2024-02-28,414,26.1,20.74,CUST-0027,PRD-002,İç Anadolu
ORD-10545,Online,WHS-04,2025-07-20,2025-07-22,2025-07-23,2025-07-28,134,73.32,62.26,CUST-0087,PRD-002,Marmara
ORD-10546,Wholesale,WHS-06,2024-06-02,2024-06-04,2024-06-11,2024-06-14,417,25.79,15.95,CUST-0151,PRD-003,Marmara
ORD-10547,Wholesale,WHS-02,2024-10-13,2024-10-14,2024-10-17,2024-10-24,5,69.57,47.14,CUST-0006,PRD-003,Akdeniz
ORD-10548,Retail,WHS-02,2024-05-05,2024-05-08,2024-05-09,2024-05-10,78,113.94,77.58,CUST-0204,PRD-004,Ege
ORD-10549,Online,WHS-06,2024-10-10,2024-10-10,2024-10-16,2024-10-27,502,53.4,40.44,CUST-0114,PRD-003,İç Anadolu
ORD-10550,Online,WHS-01,2025-03-19,2025-03-20,2025-03-21,2025-04-01,78,77.87,59.4,CUST-0117,PRD-002,İç Anadolu
ORD-10551,Online,WHS-05,2025-02-27,2025-02-27,2025-02-28,2025-03-08,233,91.37,68.67,CUST-0137,PRD-004,Akdeniz
ORD-10552,Online,WHS-01,2025-01-02,2025-01-03,2025-01-06,2025-01-11,156,17.54,11.07,CUST-0042,PRD-004,Marmara
ORD-10553,Online,WHS-05,2025-06-12,2025-06-12,2025-06-18,2025-06-19,161,49.4,30.41,CUST-0047,PRD-003,Ege
ORD-10554,Online,WHS-05,2024-06-03,2024-06-06,2024-06-11,2024-06-18,535,15.89,11.53,CUST-0154,PRD-002,İç Anadolu
ORD-10555,Retail,WHS-04,2024-12-03,2024-12-07,2024-12-10,2024-12-12,277,37.0,27.44,CUST-0184,PRD-003,Marmara
ORD-10556,Wholesale,WHS-03,2025-07-20,2025-07-21,2025-07-24,2025-08-01,312,92.58,64.35,CUST-0046,PRD-002,Marmara
ORD-10557,Online,WHS-06,2024-05-08,2024-05-08,2024-05-09,2024-05-19,122,75.45,55.53,CUST-0157,PRD-003,Ege
ORD-10558,Retail,WHS-04,2024-03-11,2024-03-11,2024-03-17,2024-03-28,94,68.47,49.73,CUST-0121,PRD-001,Akdeniz
ORD-10559,Wholesale,WHS-03,2024-03-08,2024-03-12,2024-03-14,2024-03-25,518,50.8,37.03,CUST-0140,PRD-002,Akdeniz
